,0,1,2,3,4,5
239,2019-10-14,IVL,กองทุนรวม  วายุภักษ์หนึ่ง โดย บลจ.เอ็มเอฟซี จำกัด (มหาชน),"28,633,800",33.00,0.51
240,2019-10-14,IVL,กองทุนรวม  วายุภักษ์หนึ่ง โดย บลจ.กรุงไทย จำกัด (มหาชน),"28,633,800",33.00,0.51
241,2019-10-14,KBANK,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"517,148,180",147.50,21.61
242,2019-10-14,KBANK,STATE STREET EUROPE LIMITED,"205,664,918",147.50,8.59
243,2019-10-14,KBANK,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"140,753,059",147.50,5.88
244,2019-10-14,KBANK,STATE STREET BANK AND TRUST COMPANY,"84,795,058",147.50,3.54
245,2019-10-14,KBANK,สำนักงานประกันสังคม,"69,043,300",147.50,2.88
246,2019-10-14,KBANK,BNY MELLON NOMINEES LIMITED,"58,437,157",147.50,2.44
247,2019-10-14,KBANK,THE BANK OF NEW YORK MELLON,"50,780,228",147.50,2.12
248,2019-10-14,KBANK,GIC PRIVATE LIMITED,"44,720,900",147.50,1.87
249,2019-10-14,KBANK,SOUTH EAST ASIA UK (TYPE A) NOMINEES LIMITED,"38,996,948",147.50,1.63
250,2019-10-14,KBANK,THE BANK OF NEW YORK (NOMINEES) LIMITED,"30,797,300",147.50,1.29
251,2019-10-14,KKP,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"91,692,551",64.50,10.83
252,2019-10-14,KKP,น.ส. ฐิตินันท์ วัธนเวคิน,"35,532,761",64.50,4.20
253,2019-10-14,KKP,บริษัท  น้ำตาลตะวันออก จำกัด,"35,000,804",64.50,4.13
254,2019-10-14,KKP,บริษัท  โรงพยาบาลรามคำแหง จำกัด (มหาชน),"34,867,143",64.50,4.12
255,2019-10-14,KKP,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"29,737,295",64.50,3.51
256,2019-10-14,KKP,นาง วรรณสมร วรรณเมธี,"25,212,703",64.50,2.98
257,2019-10-14,KKP,บริษัท  โชติธนวัฒน์ จำกัด,"20,693,600",64.50,2.44
258,2019-10-14,KKP,น.ส. ญาภา เทพกาญจนา,"17,199,900",64.50,2.03
259,2019-10-14,KKP,นาง พนิดา เทพกาญจนา,"15,342,206",64.50,1.81
260,2019-10-14,KKP,SOUTH EAST ASIA UK (TYPE A) NOMINEES LIMITED,"15,198,522",64.50,1.79
261,2019-10-14,KTB,กองทุน  เพื่อการฟื้นฟูและพัฒนาระบบสถาบันการเงิน,"7,696,248,833",16.80,55.07
262,2019-10-14,KTB,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"901,324,909",16.80,6.45
263,2019-10-14,KTB,STATE STREET EUROPE LIMITED,"406,284,349",16.80,2.91
264,2019-10-14,KTB,กองทุนรวม  วายุภักษ์หนึ่ง โดย บลจ.เอ็มเอฟซี จำกัด (มหาชน),"305,225,658",16.80,2.18
265,2019-10-14,KTB,กองทุนรวม  วายุภักษ์หนึ่ง โดย บลจ.กรุงไทย จำกัด (มหาชน),"305,225,657",16.80,2.18
266,2019-10-14,KTB,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"187,716,170",16.80,1.34
267,2019-10-14,KTB,ธนาคาร  ออมสิน,"122,723,922",16.80,0.88
268,2019-10-14,KTB,สหกรณ์ออมทรัพย์การไฟฟ้าฝ่ายผลิต แห่งประเทศไทย จำกัด,"103,975,400",16.80,0.74
269,2019-10-14,KTB,BNY MELLON NOMINEES LIMITED,"100,752,140",16.80,0.72
270,2019-10-14,KTB,THE BANK OF NEW YORK MELLON,"71,204,851",16.80,0.51
271,2019-10-14,KTC,ธนาคาร  กรุงไทย จำกัด (มหาชน),"1,275,000,000",41.50,49.45
272,2019-10-14,KTC,นาย มงคล ประกิตชัยวัฒนา,"433,129,000",41.50,16.80
273,2019-10-14,KTC,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"131,851,151",41.50,5.11
274,2019-10-14,KTC,นาย สถาพร งามเรืองพงศ์,"128,509,000",41.50,4.98
275,2019-10-14,KTC,น.ส. ฉันทนา จิรัฐิติภัทร์,"125,373,000",41.50,4.86
276,2019-10-14,KTC,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"41,455,860",41.50,1.61
277,2019-10-14,KTC,นาง มณีรัตน์ งามเรืองพงศ์,"22,696,000",41.50,0.88
278,2019-10-14,KTC,นาย เกียรตินันท์ เด่นไพศาล,"21,121,700",41.50,0.82
279,2019-10-14,KTC,บริษัทหลักทรัพย์  เมย์แบงก์ กิมเอ็ง (ประเทศไทย) จำกัด (มหาชน),"19,581,000",41.50,0.76
280,2019-10-14,KTC,น.ส. รวิสรา งามรุ่งศิริ,"16,315,000",41.50,0.63
281,2019-10-14,LH,นาย อนันต์ อัศวโภคิน,"2,860,000,047",9.70,23.93
282,2019-10-14,LH,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"2,201,249,923",9.70,18.42
283,2019-10-14,LH,บริษัท  เมย์แลนด์ จำกัด,"677,000,069",9.70,5.67
284,2019-10-14,LH,สำนักงานประกันสังคม,"426,607,440",9.70,3.57
285,2019-10-14,LH,STATE STREET EUROPE LIMITED,"334,833,682",9.70,2.80
286,2019-10-14,LH,THE BANK OF NEW YORK MELLON,"333,075,700",9.70,2.79
287,2019-10-14,LH,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"279,587,050",9.70,2.34
288,2019-10-14,LH,น.ส. เพียงใจ หาญพาณิชย์,"134,960,000",9.70,1.13
289,2019-10-14,LH,กองทุนเปิด  กรุงศรีหุ้นระยะยาวปันผล,"118,712,880",9.70,0.99
290,2019-10-14,LH,ธนาคาร  ไทยพาณิชย์ จำกัด (มหาชน),"109,944,630",9.70,0.92
291,2019-10-14,MINT,บริษัท  ไมเนอร์ โฮลดิ้ง (ไทย) จำกัด,"727,767,680",36.00,15.76
292,2019-10-14,MINT,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"475,250,924",36.00,10.29
293,2019-10-14,MINT,UBS AG SINGAPORE BRANCH,"430,229,683",36.00,9.31
294,2019-10-14,MINT,นาย นิติ โอสถานุเคราะห์,"365,954,851",36.00,7.92
295,2019-10-14,MINT,"CREDIT SUISSE AG, SINGAPORE BRANCH","200,200,000",36.00,4.33
296,2019-10-14,MINT,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"163,676,648",36.00,3.54
297,2019-10-14,MINT,นาย วิลเลียม เอ็ลล์วู๊ด ไฮเน็ค,"149,014,321",36.00,3.23
298,2019-10-14,MINT,RAFFLES NOMINEES (PTE) LIMITED,"137,939,232",36.00,2.99
299,2019-10-14,MINT,สำนักงานประกันสังคม,"118,137,319",36.00,2.56
300,2019-10-14,MINT,BANQUE PICTET & CIE SA,"101,676,050",36.00,2.20
301,2019-10-14,MTC,นาง ดาวนภา เพชรอำไพ,"720,000,000",58.50,33.96
302,2019-10-14,MTC,นาย ชูชาติ เพ็ชรอำไพ,"710,056,400",58.50,33.49
303,2019-10-14,MTC,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"107,462,633",58.50,5.07
304,2019-10-14,MTC,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"51,790,500",58.50,2.44
305,2019-10-14,MTC,STATE STREET EUROPE LIMITED,"42,028,174",58.50,1.98
306,2019-10-14,MTC,นาง ขวัญตา เวศย์วรุตม์,"28,130,000",58.50,1.33
307,2019-10-14,MTC,บริษัท  ไทยประกันชีวิต จำกัด (มหาชน),"18,558,400",58.50,0.88
308,2019-10-14,MTC,กองทุนเปิด  กรุงศรีหุ้นระยะยาวปันผล,"14,931,400",58.50,0.70
309,2019-10-14,MTC,กองทุนเปิด  เค 20 ซีเล็คท์หุ้นระยะยาวปันผล,"12,148,800",58.50,0.57
310,2019-10-14,OSP,ORIZON LIMITED,"537,148,600",37.50,17.88
311,2019-10-14,OSP,นาย นิติ โอสถานุเคราะห์,"489,081,300",37.50,16.28
312,2019-10-14,OSP,นาย รัตน์ โอสถานุเคราะห์,"152,953,700",37.50,5.09
313,2019-10-14,OSP,นาย เพชร โอสถานุเคราะห์,"149,735,700",37.50,4.98
314,2019-10-14,OSP,ร้อยตรี เสรี โอสถานุเคราะห์,"117,627,500",37.50,3.92
315,2019-10-14,OSP,Y INVESTMENT LTD.,"90,000,000",37.50,3.00
316,2019-10-14,OSP,นาย ธัชรินทร์ โอสถานุเคราะห์,"87,448,000",37.50,2.91
317,2019-10-14,OSP,นาย ภาสุรี โอสถานุเคราะห์,"87,395,000",37.50,2.91
318,2019-10-14,OSP,น.ส. เกสรา โอสถานุเคราะห์,"84,395,000",37.50,2.81
319,2019-10-14,OSP,CLMV THAILAND INVESTMENT LIMITED,"64,850,000",37.50,2.16
320,2019-10-14,PTT,กระทรวงการคลัง,"14,598,855,750",45.25,51.11
321,2019-10-14,PTT,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"2,073,795,273",45.25,7.26
322,2019-10-14,PTT,กองทุนรวม  วายุภักษ์หนึ่ง โดย บลจ.เอ็มเอฟซี จำกัด (มหาชน),"1,736,895,500",45.25,6.08
323,2019-10-14,PTT,กองทุนรวม  วายุภักษ์หนึ่ง โดย บลจ.กรุงไทย จำกัด (มหาชน),"1,736,895,500",45.25,6.08
324,2019-10-14,PTT,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"568,711,959",45.25,1.99
325,2019-10-14,PTT,STATE STREET EUROPE LIMITED,"455,455,468",45.25,1.59
326,2019-10-14,PTT,สำนักงานประกันสังคม,"409,174,100",45.25,1.43
327,2019-10-14,PTT,THE BANK OF NEW YORK (NOMINEES) LIMITED,"251,746,650",45.25,0.88
328,2019-10-14,PTT,GIC PRIVATE LIMITED,"240,433,200",45.25,0.84
329,2019-10-14,PTTEP,บริษัท  ปตท. จำกัด (มหาชน),"2,591,860,489",122.50,65.29
330,2019-10-14,PTTEP,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"296,244,889",122.50,7.46
331,2019-10-14,PTTEP,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"78,657,533",122.50,1.98
332,2019-10-14,PTTEP,STATE STREET EUROPE LIMITED,"76,580,630",122.50,1.93
333,2019-10-14,PTTEP,สำนักงานประกันสังคม,"39,992,477",122.50,1.01
334,2019-10-14,PTTEP,THE BANK OF NEW YORK MELLON,"39,719,087",122.50,1.00
335,2019-10-14,PTTEP,THE BANK OF NEW YORK (NOMINEES) LIMITED,"26,142,253",122.50,0.66
336,2019-10-14,PTTEP,สหกรณ์ออมทรัพย์การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย จำกัด,"23,231,300",122.50,0.59
337,2019-10-14,PTTEP,GIC PRIVATE LIMITED,"21,441,832",122.50,0.54
338,2019-10-14,PTTEP,SE ASIA (TYPE B) NOMINEES LLC,"20,060,585",122.50,0.51
339,2019-10-14,PTTGC,บริษัท  ปตท. จำกัด (มหาชน),"2,149,920,915",52.75,47.68
340,2019-10-14,PTTGC,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"359,474,834",52.75,7.97
341,2019-10-14,PTTGC,บริษัท  เอ็ชเอ็มซี โปลีเมอส์ จำกัด,"83,427,636",52.75,1.85
342,2019-10-14,PTTGC,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"81,907,228",52.75,1.82
343,2019-10-14,PTTGC,STATE STREET EUROPE LIMITED,"81,592,700",52.75,1.81
344,2019-10-14,PTTGC,THE BANK OF NEW YORK MELLON,"69,165,346",52.75,1.53
345,2019-10-14,PTTGC,สำนักงานประกันสังคม,"55,195,851",52.75,1.22
346,2019-10-14,PTTGC,NORTRUST NOMINEES LIMITED-NT0 SEC LENDING THAILAND CL AC,"50,585,514",52.75,1.12
347,2019-10-14,PTTGC,บริษัท  กรุงเทพ ซินธิติกส์ จำกัด,"43,420,625",52.75,0.96
348,2019-10-14,PTTGC,GIC PRIVATE LIMITED,"38,652,029",52.75,0.86
349,2019-10-14,RATCH,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,"652,500,000",72.25,45.00
350,2019-10-14,RATCH,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"209,920,360",72.25,14.48
351,2019-10-14,RATCH,สำนักงานประกันสังคม,"48,475,300",72.25,3.34
352,2019-10-14,RATCH,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"41,350,589",72.25,2.85
353,2019-10-14,RATCH,STATE STREET EUROPE LIMITED,"35,326,894",72.25,2.44
354,2019-10-14,RATCH,สหกรณ์ออมทรัพย์การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย จำกัด,"21,613,600",72.25,1.49
355,2019-10-14,RATCH,นาย มิน เธียรวร,"20,500,000",72.25,1.41
356,2019-10-14,RATCH,AIA COMPANY LIMITED-EQDP-D FUND 1,"16,726,000",72.25,1.15
357,2019-10-14,ROBINS,บริษัท  เซ็นทรัล รีเทล คอร์ปอเรชั่น จำกัด,"308,162,660",65.00,27.75
358,2019-10-14,ROBINS,บริษัท  ซี.อาร์.จี.บริการ จำกัด,"289,645,488",65.00,26.08
359,2019-10-14,ROBINS,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"72,225,413",65.00,6.50
360,2019-10-14,ROBINS,สำนักงานประกันสังคม,"53,026,700",65.00,4.77
361,2019-10-14,ROBINS,นาย สุทธิลักษณ์ จิราธิวัฒน์,"26,615,996",65.00,2.40
362,2019-10-14,ROBINS,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"16,842,895",65.00,1.52
363,2019-10-14,ROBINS,DBS BANK LTD,"15,570,500",65.00,1.40
364,2019-10-14,ROBINS,"CREDIT SUISSE AG, SINGAPORE BRANCH","14,988,565",65.00,1.35
365,2019-10-14,ROBINS,VIELLA ASSETS LTD.,"14,578,677",65.00,1.31
366,2019-10-14,ROBINS,STATE STREET EUROPE LIMITED,"11,553,262",65.00,1.04
367,2019-10-14,SAWAD,น.ส. ธิดา แก้วบุตตา,"242,144,612",59.50,20.10
368,2019-10-14,SAWAD,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"122,951,200",59.50,10.21
369,2019-10-14,SAWAD,SOUTH EAST ASIA UK (TYPE A) NOMINEES LIMITED,"114,388,416",59.50,9.49
370,2019-10-14,SAWAD,น.ส. ดวงใจ แก้วบุตตา,"88,141,959",59.50,7.32
371,2019-10-14,SAWAD,นาง จริยา แก้วบุตตา,"71,413,600",59.50,5.93
372,2019-10-14,SAWAD,"CREDIT SUISSE AG, SINGAPORE BRANCH","57,384,809",59.50,4.76
373,2019-10-14,SAWAD,UBS AG HONG KONG BRANCH,"54,888,888",59.50,4.56
374,2019-10-14,SAWAD,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"49,642,400",59.50,4.12
375,2019-10-14,SAWAD,LGT BANK (SINGAPORE) LTD,"36,966,240",59.50,3.07
376,2019-10-14,SAWAD,STATE STREET EUROPE LIMITED,"32,592,215",59.50,2.71
377,2019-10-14,SCB,พระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว,"793,832,359",115.00,23.38
378,2019-10-14,SCB,กองทุนรวม  วายุภักษ์หนึ่ง โดย บลจ.เอ็มเอฟซี จำกัด (มหาชน),"392,649,100",115.00,11.56
379,2019-10-14,SCB,กองทุนรวม  วายุภักษ์หนึ่ง โดย บลจ.กรุงไทย จำกัด (มหาชน),"392,649,100",115.00,11.56
380,2019-10-14,SCB,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"322,771,005",115.00,9.51
381,2019-10-14,SCB,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"114,910,655",115.00,3.38
382,2019-10-14,SCB,STATE STREET EUROPE LIMITED,"107,342,695",115.00,3.16
383,2019-10-14,SCB,สำนักงานประกันสังคม,"93,348,100",115.00,2.75
384,2019-10-14,SCB,SE ASIA (TYPE B) NOMINEES LLC,"55,847,231",115.00,1.64
385,2019-10-14,SCB,NORTRUST NOMINEES LTD-CL AC,"49,392,762",115.00,1.45
386,2019-10-14,SCB,THE BANK OF NEW YORK MELLON,"42,848,065",115.00,1.26
387,2019-10-14,SCC,พระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว,"403,647,840",372.00,33.64
388,2019-10-14,SCC,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"121,184,088",372.00,10.10
389,2019-10-14,SCC,สำนักงานประกันสังคม,"49,606,350",372.00,4.13
390,2019-10-14,SCC,STATE STREET EUROPE LIMITED,"48,815,499",372.00,4.07
391,2019-10-14,SCC,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"37,492,552",372.00,3.12
392,2019-10-14,SCC,บริษัท  แรนเดอรีเบอรามาการ จำกัด,"15,105,600",372.00,1.26
393,2019-10-14,SCC,มูลนิธิเอสซีจี,"13,347,300",372.00,1.11
394,2019-10-14,SCC,NORTRUST NOMINEES LIMITED-NT0 SEC LENDING THAILAND CL AC,"11,640,831",372.00,0.97
395,2019-10-14,SCC,THE BANK OF NEW YORK MELLON,"10,396,932",372.00,0.87
396,2019-10-14,SCC,SOUTH EAST ASIA UK (TYPE A) NOMINEES LIMITED,"9,935,873",372.00,0.83
397,2019-10-14,TCAP,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"167,894,284",52.75,14.41
398,2019-10-14,TCAP,บริษัท  เอ็ม บี เค จำกัด (มหาชน),"129,914,400",52.75,11.15
399,2019-10-14,TCAP,STATE STREET EUROPE LIMITED,"71,623,721",52.75,6.15
400,2019-10-14,TCAP,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"28,603,000",52.75,2.45
401,2019-10-14,TCAP,N.C.B.TRUST LIMITED-NORGES BANK 5,"27,863,800",52.75,2.39
402,2019-10-14,TCAP,BNY MELLON NOMINEES LIMITED,"26,715,374",52.75,2.29
403,2019-10-14,TCAP,บริษัท  ทุนธนชาต จำกัด (มหาชน),"19,467,000",52.75,1.67
404,2019-10-14,TCAP,MR. HENDRIK ROBERTUS CASTENDIJK,"18,943,100",52.75,1.63
405,2019-10-14,TCAP,SE ASIA (TYPE B) NOMINEES LLC,"18,733,617",52.75,1.61
406,2019-10-14,TCAP,กองทุนเปิด  กรุงศรีหุ้นระยะยาวปันผล,"16,200,200",52.75,1.39
407,2019-10-14,TISCO,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"106,780,074",100.00,13.34
408,2019-10-14,TISCO,CDIB & PARTNERS INVESTMENT HOLDING PTE.LTD.,"80,065,320",100.00,10.00
409,2019-10-14,TISCO,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"51,678,897",100.00,6.45
410,2019-10-14,TISCO,TOKYO CENTURY CORPORATION,"39,482,767",100.00,4.93
411,2019-10-14,TISCO,STATE STREET EUROPE LIMITED,"37,508,050",100.00,4.68
412,2019-10-14,TISCO,สำนักงานประกันสังคม,"25,051,330",100.00,3.13
413,2019-10-14,TISCO,กองทุนเปิด  กรุงศรีหุ้นระยะยาวปันผล,"22,279,600",100.00,2.78
414,2019-10-14,TISCO,BNY MELLON NOMINEES LIMITED,"12,799,470",100.00,1.60
415,2019-10-14,TISCO,นาย ประเสริฐ วีรเสถียรพรกุล,"12,688,800",100.00,1.58
416,2019-10-14,TISCO,กองทุนเปิด  กรุงศรีหุ้นปันผล,"11,884,350",100.00,1.48
417,2019-10-14,TMB,กระทรวงการคลัง,"11,364,282,005",1.49,25.92
418,2019-10-14,TMB,ING BANK N.V.,"10,970,893,359",1.49,25.02
419,2019-10-14,TMB,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"4,802,062,226",1.49,10.95
420,2019-10-14,TMB,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"757,735,144",1.49,1.73
421,2019-10-14,TMB,นาง สมพร จึงรุ่งเรืองกิจ,"633,000,000",1.49,1.44
422,2019-10-14,TMB,กองทัพบก,"546,487,860",1.49,1.25
423,2019-10-14,TMB,MORGAN STANLEY & CO. INTERNATIONAL PLC,"406,144,764",1.49,0.93
424,2019-10-14,TMB,STATE STREET EUROPE LIMITED,"364,694,576",1.49,0.83
425,2019-10-14,TMB,N.C.B.TRUST LIMITED-NORGES BANK 5,"277,659,000",1.49,0.63
426,2019-10-14,TMB,GIC PRIVATE LIMITED,"229,810,639",1.49,0.52
427,2019-10-14,TOA,บริษัท  ทีโอเอ กรุ๊ป โฮลดิ้ง จำกัด,"608,400,000",40.75,29.99
428,2019-10-14,TOA,นาย วนรัชต์ ตั้งคารวคุณ,"182,600,000",40.75,9.00
429,2019-10-14,TOA,นาย ณัฏฐวุฒิ ตั้งคารวคุณ,"182,600,000",40.75,9.00
430,2019-10-14,TOA,นาง บุศทรี หวั่งหลี,"182,600,000",40.75,9.00
431,2019-10-14,TOA,นาย จตุภัทร์ ตั้งคารวคุณ,"182,600,000",40.75,9.00
432,2019-10-14,TOA,นาย ประจักษ์ ตั้งคารวคุณ,"91,300,000",40.75,4.50
433,2019-10-14,TOA,นาง ละออ ตั้งคารวคุณ,"91,300,000",40.75,4.50
434,2019-10-14,TOA,MORGAN STANLEY & CO. INTERNATIONAL PLC,"75,300,000",40.75,3.71
435,2019-10-14,TOA,กองทุนเปิด  บัวหลวงหุ้นระยะยาว,"48,094,200",40.75,2.37
436,2019-10-14,TOA,กองทุนเปิด  บัวหลวงทศพล,"30,726,600",40.75,1.51
437,2019-10-14,TOP,บริษัท  ปตท. จำกัด (มหาชน),"969,565,183",70.00,47.53
438,2019-10-14,TOP,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"186,051,902",70.00,9.12
439,2019-10-14,TOP,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"80,998,540",70.00,3.97
440,2019-10-14,TOP,STATE STREET EUROPE LIMITED,"78,459,654",70.00,3.85
441,2019-10-14,TOP,สำนักงานประกันสังคม,"33,528,000",70.00,1.64
442,2019-10-14,TOP,THE BANK OF NEW YORK (NOMINEES) LIMITED,"20,037,542",70.00,0.98
443,2019-10-14,TOP,THE BANK OF NEW YORK MELLON,"19,112,200",70.00,0.94
444,2019-10-14,TOP,SOUTH EAST ASIA UK (TYPE A) NOMINEES LIMITED,"18,456,477",70.00,0.90
445,2019-10-14,TOP,GIC PRIVATE LIMITED,"13,247,800",70.00,0.65
446,2019-10-14,TOP,กองทุนเปิด  กรุงศรีหุ้นระยะยาวปันผล,"10,933,600",70.00,0.54
447,2019-10-14,TRUE,บริษัท  เครือเจริญโภคภัณฑ์ จำกัด,"6,132,085,556",5.30,18.38
448,2019-10-14,TRUE,CHINA MOBILE INTERNATIONAL HOLDINGS LIMITED,"4,495,868,474",5.30,13.47
449,2019-10-14,TRUE,UBS AG HONG KONG BRANCH,"3,008,177,480",5.30,9.02
450,2019-10-14,TRUE,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"2,037,722,864",5.30,6.11
451,2019-10-14,TRUE,CHINA MOBILE INTERNATIONAL HOLDINGS LIMITED,"1,510,489,392",5.30,4.53
452,2019-10-14,TRUE,"CREDIT SUISSE AG, SINGAPORE BRANCH","1,465,475,770",5.30,4.39
453,2019-10-14,TRUE,บริษัท  ยูนีค เน็ตเวิร์ค จำกัด,"1,451,856,440",5.30,4.35
454,2019-10-14,TRUE,WORTH ACCESS TRADING LIMITED,"1,017,598,244",5.30,3.05
455,2019-10-14,TRUE,บริษัท  ไวด์ บรอด คาสท์ จำกัด,"949,098,378",5.30,2.84
456,2019-10-14,TRUE,บริษัท  ซี.พี.อินเตอร์ฟู้ด (ไทยแลนด์) จำกัด,"701,222,313",5.30,2.10
457,2019-10-14,TU,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"553,356,986",15.50,11.60
458,2019-10-14,TU,สำนักงานประกันสังคม,"342,498,708",15.50,7.18
459,2019-10-14,TU,MITSUBISHI CORPORATION,"218,145,120",15.50,4.57
460,2019-10-14,TU,นาย เชง นิรุตตินานนท์,"200,442,084",15.50,4.20
461,2019-10-14,TU,นาย ธีรพงศ์ จันศิริ,"198,268,824",15.50,4.16
462,2019-10-14,TU,นาย ไกรสร จันศิริ,"174,804,288",15.50,3.66
463,2019-10-14,TU,STATE STREET EUROPE LIMITED,"141,251,255",15.50,2.96
464,2019-10-14,TU,MITSUBISHI CORPORATION,"129,600,000",15.50,2.72
465,2019-10-14,TU,นาย ดิสพล จันศิริ,"123,499,308",15.50,2.59
466,2019-10-14,TU,กองทุนเปิด  บัวหลวงหุ้นระยะยาว,"121,585,400",15.50,2.55
467,2019-10-14,WHA,บริษัท  ดับบลิวเอชเอ โฮลดิ้ง จำกัด,"3,629,083,491",4.78,25.22
468,2019-10-14,WHA,น.ส. จรีพร จารุกรสกุล,"1,473,761,769",4.78,10.24
469,2019-10-14,WHA,STATE STREET EUROPE LIMITED,"1,157,524,817",4.78,8.04
470,2019-10-14,WHA,นาย สมยศ อนันตประยูร,"974,467,458",4.78,6.77
471,2019-10-14,WHA,บริษัท  ไทยเอ็นวีดีอาร์ จำกัด,"696,216,977",4.78,4.84
472,2019-10-14,WHA,กองทุนเปิด  บัวหลวงทศพล,"301,703,500",4.78,2.10
473,2019-10-14,WHA,กองทุนเปิด  บัวหลวงหุ้นระยะยาว,"263,651,500",4.78,1.83
474,2019-10-14,WHA,UBS AG SINGAPORE BRANCH,"241,247,710",4.78,1.68
475,2019-10-14,WHA,SOUTH EAST ASIA UK (TYPE C) NOMINEES LIMITED,"181,166,401",4.78,1.26
476,2019-10-14,WHA,นาย สัญชัย สุขสมชีวิน,"144,035,396",4.78,1.00
